"inchikey"	"synonym"
"UAUIUKWPKRJZJV-UHFFFAOYSA-N"	"abt450"
"NCDNCNXCDXHOMX-UHFFFAOYSA-N"	"abt538"
"MPVGZUGXCQEXTM-UHFFFAOYSA-N"	"abt869"
"CVWXJKQAOSCOAB-UHFFFAOYSA-N"	"ac 010220"
"CVWXJKQAOSCOAB-UHFFFAOYSA-N"	"ac 220"
"XUFQPHANEAPEMJ-UHFFFAOYSA-N"	"ac acid"
"CVWXJKQAOSCOAB-UHFFFAOYSA-N"	"ac010220"
"CVWXJKQAOSCOAB-UHFFFAOYSA-N"	"ac220"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"acerola"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"acet 120"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"acet 160"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"acet 325"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"acet 650"
"NFLWUMRGJYTJIN-UHFFFAOYSA-N"	"acetate (needs"
"FEBLZLNTKCEFIT-UHFFFAOYSA-N"	"acetonide 0.01%"
"GFNANZIMVAIWHM-UHFFFAOYSA-N"	"acetonide suspension,"
"WWZKQHOCKIZLMA-UHFFFAOYSA-N"	"acid (caprylic"
"SQVRNKJHWKZAKO-UHFFFAOYSA-N"	"acid (chair"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"acid (vit"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"acid (vit"
"SHGAZHPCJJPHSC-UHFFFAOYSA-N"	"acid 0.01%"
"SHGAZHPCJJPHSC-UHFFFAOYSA-N"	"acid 0.025%"
"OVBPIULPVIDEAO-UHFFFAOYSA-N"	"acid 0.4"
"OVBPIULPVIDEAO-UHFFFAOYSA-N"	"acid 1"
"GHOKWGTUZJEAQD-UHFFFAOYSA-N"	"acid 100"
"GHOKWGTUZJEAQD-UHFFFAOYSA-N"	"acid 1000"
"GHOKWGTUZJEAQD-UHFFFAOYSA-N"	"acid 300"
"UKMSUNONTOPOIO-UHFFFAOYSA-N"	"acid 560"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"acid a.s.a."
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acid acne"
"DCXYFEDJOCDNAF-UHFFFAOYSA-N"	"acid beta"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acid corn"
"OVBPIULPVIDEAO-UHFFFAOYSA-N"	"acid ctr"
"NIJJYAXOARWZEE-UHFFFAOYSA-N"	"acid e.c."
"NIJJYAXOARWZEE-UHFFFAOYSA-N"	"acid e.c."
"SLXKOJJOQWFEFD-UHFFFAOYSA-N"	"acid in"
"BTCSSZJGUNDROE-UHFFFAOYSA-N"	"acid ion"
"YBGBNHHXOJXFNM-UHFFFAOYSA-N"	"acid n"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"acid pwr"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acid soap"
"GHOKWGTUZJEAQD-UHFFFAOYSA-N"	"acid srt"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acid wart"
"XBJBPGROQZJDOJ-UHFFFAOYSA-N"	"acid-"
"XRASPMIURGNCCH-UHFFFAOYSA-N"	"acid-a"
"WHUUTDBJXJRKMK-UHFFFAOYSA-N"	"acid-d5"
"BBFQZRXNYIEMAW-UHFFFAOYSA-N"	"acid-i"
"GHOKWGTUZJEAQD-UHFFFAOYSA-N"	"acid-s"
"VVIAGPKUTFNRDU-UHFFFAOYSA-N"	"acid-sf"
"XRASPMIURGNCCH-UHFFFAOYSA-N"	"acid-z"
"TVZGACDUOSZQKY-UHFFFAOYSA-N"	"acid, 4-"
"BDAGIHXWWSANSR-UHFFFAOYSA-N"	"acid, na"
"ZGXJTSGNIOSYLO-UHFFFAOYSA-N"	"acid.hcl"
"SLXKOJJOQWFEFD-UHFFFAOYSA-N"	"acid'"
"QIVBCDIJIAJPQS-UHFFFAOYSA-N"	"acid(tyr-,"
"QIVBCDIJIAJPQS-UHFFFAOYSA-N"	"acid(tyr-,"
"QIVBCDIJIAJPQS-UHFFFAOYSA-N"	"acid(tyr-, trp-,"
"QIVBCDIJIAJPQS-UHFFFAOYSA-N"	"acid(tyr-, trp-,"
"DZLNHFMRPBPULJ-UHFFFAOYSA-N"	"acide d"
"QAWIHIJWNYOLBE-UHFFFAOYSA-N"	"acivicin"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne acne"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne dots"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne lab"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne pads"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne pads,"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne peel"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne pen"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne pore"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne self"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne spa"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne spot"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne tr."
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acne tr."
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acnedote"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acnee"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acneen"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acnefree"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"acnespot"
"QTBSBXVTEAMEQO-UHFFFAOYSA-N"	"aconh4"
"RKEWSXXUOLRFBX-UHFFFAOYSA-N"	"acp 103"
"RKEWSXXUOLRFBX-UHFFFAOYSA-N"	"acp-103"
"QYSXJUFSXHHAJI-UHFFFAOYSA-N"	"acti-cal/mag"
"QYSXJUFSXHHAJI-UHFFFAOYSA-N"	"acti-cal/mag 2:1"
"LDGIHZJOIQSHPB-UHFFFAOYSA-N"	"activator"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"actives"
"OZWKMVRBQXNZKK-UHFFFAOYSA-N"	"acular"
"OIRDTQYFTABQOQ-UHFFFAOYSA-N"	"adenoscan-(for"
"OIRDTQYFTABQOQ-UHFFFAOYSA-N"	"adenoscan-(for iv"
"OIRDTQYFTABQOQ-UHFFFAOYSA-N"	"adenosin"
"OIRDTQYFTABQOQ-UHFFFAOYSA-N"	"adenosine [usan:ban}"
"KUVIULQEHSCUHY-UHFFFAOYSA-N"	"aem 50mcg"
"GKCBAIGFKIBETG-UHFFFAOYSA-N"	"aem 754mg/65gm"
"IFKLAQQSCNILHL-UHFFFAOYSA-N"	"aem-liq"
"WMWTYOKRWGGJOA-UHFFFAOYSA-N"	"aem-sus"
"KUVIULQEHSCUHY-UHFFFAOYSA-N"	"aer 50mcg"
"FUSNMLFNXJSCDI-UHFFFAOYSA-N"	"aer pwr"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"aerial"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"aerogreen"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"ages"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"ages 6-11"
"COKMIXFXJJXBQG-UHFFFAOYSA-N"	"aggrastat"
"COKMIXFXJJXBQG-UHFFFAOYSA-N"	"aggrestat"
"ZZVUWRFHKOJYTH-UHFFFAOYSA-N"	"aid (regular"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"aid acne"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"aid bite"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"aid burn"
"ZZVUWRFHKOJYTH-UHFFFAOYSA-N"	"aid cap"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"aid shot"
"ZZVUWRFHKOJYTH-UHFFFAOYSA-N"	"aid sleep"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"aided"
"HSRJKNPTNIJEKV-UHFFFAOYSA-N"	"air power"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"aktif"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"alco"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"alco hand"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"alco-foam"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"alco-san"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"alcogel"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"alcoholic"
"JVGUNCHERKJFCM-UHFFFAOYSA-N"	"aldospray"
"RYYVLZVUVIJVGH-UHFFFAOYSA-N"	"alert"
"RYYVLZVUVIJVGH-UHFFFAOYSA-N"	"alert aid"
"RYYVLZVUVIJVGH-UHFFFAOYSA-N"	"alertness"
"JGFDZZLUDWMUQH-UHFFFAOYSA-N"	"alfa"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"all-in-1"
"AQIXAKUUQRKLND-UHFFFAOYSA-N"	"all-night"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"all-over"
"AGPKZVBTJJNPAG-UHFFFAOYSA-N"	"alle"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"alocort 1%-crm"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"aloe,"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"aloe,"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"aloe)"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"alpha-per"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"alpha's"
"OFPXSFXSNFPTHF-UHFFFAOYSA-N"	"alta"
"WUBBRNOQWQTFEX-UHFFFAOYSA-N"	"alumino"
"PSGAAPLEWMOORI-UHFFFAOYSA-N"	"amen"
"QTBSBXVTEAMEQO-UHFFFAOYSA-N"	"aminosyn 3.5%"
"HHZIURLSWUIHRB-UHFFFAOYSA-N"	"amn"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"amour"
"LSQZJLSUYDQPKJ-UHFFFAOYSA-N"	"amox pwr"
"LSQZJLSUYDQPKJ-UHFFFAOYSA-N"	"amox s"
"LSQZJLSUYDQPKJ-UHFFFAOYSA-N"	"amox-250"
"LSQZJLSUYDQPKJ-UHFFFAOYSA-N"	"amox-500"
"LGEQQWMQCRIYKG-UHFFFAOYSA-N"	"anandamide (20.4,"
"LGEQQWMQCRIYKG-UHFFFAOYSA-N"	"anandamide (20.4,"
"LGEQQWMQCRIYKG-UHFFFAOYSA-N"	"anandamide(20:4,"
"LGEQQWMQCRIYKG-UHFFFAOYSA-N"	"anandamide(20:4,"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"anc"
"PDMMFKSKQVNJMI-UHFFFAOYSA-N"	"androgen"
"GCKMFJBGXUYNAG-UHFFFAOYSA-N"	"android"
"GCKMFJBGXUYNAG-UHFFFAOYSA-N"	"android 5"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"andy"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"anti-acne"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"anti-bac"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"anti-clog"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"anti-dandruff shampoo-2%"
"SIYLLGKDQZGJHK-UHFFFAOYSA-N"	"anti-germ"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"antiacne"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"antibact"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"antibacterial (apple"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"antibacterial (coconut"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"antibacterial/"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"antibacterial/ antibactÉrienne"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"antibacterial/antibactÉrienne"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"antibacterial/antibactÉrienne foaming"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N"	"antimicrob.skin cleans."
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"antimicrobial 0.3%"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"antimicrobial,"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"antimicrobial/antibacterial"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"antimicrobial/antibacterial hand"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"antimicrobien 0.3%"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"apap (acetaminophen"
"AVKUERGKIZMTKX-UHFFFAOYSA-N"	"apo ampi"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"apo asa"
"LQOLIRLGBULYKD-UHFFFAOYSA-N"	"apo cloxi"
"OVBPIULPVIDEAO-UHFFFAOYSA-N"	"apo folic"
"JZUFKLXOESDKRF-UHFFFAOYSA-N"	"apo hydro"
"BPLBGHOLXOTWMN-UHFFFAOYSA-N"	"apo pen"
"OFVLGDICTFRJMM-UHFFFAOYSA-N"	"apo tetra"
"FAKRSMQSSFJEIM-UHFFFAOYSA-N"	"apo-capto"
"DCOPUUMXTXDBNB-UHFFFAOYSA-N"	"apo-diclo"
"HSUGRBWQSSZJOP-UHFFFAOYSA-N"	"apo-diltiaz sr-90mg/src"
"JBIWCJUYHHGXTC-UHFFFAOYSA-N"	"apo-doxy"
"ZIMGGGWCDYVHOY-UHFFFAOYSA-N"	"apo-gain"
"JZUFKLXOESDKRF-UHFFFAOYSA-N"	"apo-hydro"
"ZCVMWBYGMWKGHF-UHFFFAOYSA-N"	"apo-ketotifen-syr 1mg/5ml"
"IUBSYMUCCVWXPE-UHFFFAOYSA-N"	"apo-metoprolol (type"
"HYIMSNHJOBLJNT-UHFFFAOYSA-N"	"apo-nifed"
"IENZQIKPVFGBNW-UHFFFAOYSA-N"	"apo-prazo"
"MLKXDPUZXIRXEP-UHFFFAOYSA-N"	"apo-sulin"
"NKANXQFJJICGDU-UHFFFAOYSA-N"	"apo-tamox"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"apo-theo"
"BLJRIMJGRPQVNF-UHFFFAOYSA-N"	"apo-timol"
"BLJRIMJGRPQVNF-UHFFFAOYSA-N"	"apo-timop"
"SGTNSNPWRIOYBX-UHFFFAOYSA-N"	"apo-verap"
"LDGIHZJOIQSHPB-UHFFFAOYSA-N"	"apoptosis"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"applaud"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"apple pie"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"apples"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"aprÈs"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"apricot"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"april"
"VNFPBHJOKIVQEB-UHFFFAOYSA-N"	"aptrimazole 1.0%"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N"	"aq sponge"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N"	"aq swab"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N"	"aq wipe"
"KUVIULQEHSCUHY-UHFFFAOYSA-N"	"aq.nasal"
"ACTIUHUUMQJHFO-UHFFFAOYSA-N"	"aqua q"
"ACTIUHUUMQJHFO-UHFFFAOYSA-N"	"aqua q10"
"LXNHXLLTXMVWPM-UHFFFAOYSA-N"	"aqua-s"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"aquacort"
"VOXZDWNPVJITMN-UHFFFAOYSA-N"	"aquadiol"
"MJVAVZPDRWSRRC-UHFFFAOYSA-N"	"aquakay"
"KYGZCKSPAKDVKC-UHFFFAOYSA-N"	"aqualinic"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"aquanil"
"VYGQUTWHTHXGQB-UHFFFAOYSA-N"	"aquapalm"
"JZUFKLXOESDKRF-UHFFFAOYSA-N"	"aquarills"
"JZUFKLXOESDKRF-UHFFFAOYSA-N"	"aquarius"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"aquasept-liquid-0.5%"
"NDTSRXAMMQDVSW-UHFFFAOYSA-N"	"aquatag"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"aquatic"
"OIRDTQYFTABQOQ-UHFFFAOYSA-N"	"ara-a"
"UHDGCWIWMRVCDJ-UHFFFAOYSA-N"	"ara-c"
"VHOGYURTWQBHIL-UHFFFAOYSA-N"	"arava 100"
"VHOGYURTWQBHIL-UHFFFAOYSA-N"	"arava 20"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"arm,"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"arm,"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"arm, neck"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"army"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"aroma"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"aroma a1"
"QZPQTZZNNJUOLS-UHFFFAOYSA-N"	"arq"
"QZPQTZZNNJUOLS-UHFFFAOYSA-N"	"arq 501"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"arrow"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"artic"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"artico"
"OGHNVEJMJSYVRP-UHFFFAOYSA-N"	"artist"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"artistry"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"asa 650"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"asa 81"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"asa 81mg"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"asa 975"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"asa ec"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"asa ect"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"asa-325"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"asa-650"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"asaphen e.c."
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"asatab ec"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"asc."
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"asc."
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"ascor-b.i.d."
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"ascorb"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"ascorbas"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"asian"
"JXSVIVRDWWRQRT-UHFFFAOYSA-N"	"asiatic"
"BSYNRYMUTXBXSQ-UHFFFAOYSA-N"	"aspirin 5"
"BLFLLBZGZJTVJG-UHFFFAOYSA-N"	"assist"
"UCTWMZQNUQWSLP-UHFFFAOYSA-N"	"asthma"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"astr."
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"astr."
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"astral"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"astral c"
"ILYCWAKSDCYMBB-UHFFFAOYSA-N"	"at 10"
"DOMXUEMWDBAQBQ-UHFFFAOYSA-N"	"at jock"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"at one"
"QAWIHIJWNYOLBE-UHFFFAOYSA-N"	"at-125"
"DZZWHBIBMUVIIW-UHFFFAOYSA-N"	"at-4140"
"LZMOSYUFVYJEPY-UHFFFAOYSA-N"	"at7867"
"VNFPBHJOKIVQEB-UHFFFAOYSA-N"	"athlete"
"VNFPBHJOKIVQEB-UHFFFAOYSA-N"	"athlete s"
"VNFPBHJOKIVQEB-UHFFFAOYSA-N"	"athletic"
"PJVWKTKQMONHTI-UHFFFAOYSA-N"	"athrombin"
"YXSLJKQTIDHPOT-UHFFFAOYSA-N"	"atracurium-(for"
"IUBSYMUCCVWXPE-UHFFFAOYSA-N"	"ava-metoprolol (type"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"avagard d"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"avant"
"FDDDEECHVMSUSB-UHFFFAOYSA-N"	"avc cream-15%"
"NDCUAPJVLWFHHB-UHFFFAOYSA-N"	"ave1330a"
"FABPRXSRWADJSP-UHFFFAOYSA-N"	"avelox i.v."
"FABPRXSRWADJSP-UHFFFAOYSA-N"	"avelox in"
"FABPRXSRWADJSP-UHFFFAOYSA-N"	"avelox iv"
"RYYVLZVUVIJVGH-UHFFFAOYSA-N"	"awake"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"awaken"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"awakening"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"away acne"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"away wart"
"ACGDKVXYNVEAGU-UHFFFAOYSA-N"	"azocine,"
"ACGDKVXYNVEAGU-UHFFFAOYSA-N"	"azocine,"
"RBTBFTRPCNLSDE-UHFFFAOYSA-N"	"azul de"
"FWKQNCXZGNBPFD-UHFFFAOYSA-N"	"azulene,"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b 12"
"BPEGJWRSRHCHSN-UHFFFAOYSA-N"	"b 39831"
"UKMSUNONTOPOIO-UHFFFAOYSA-N"	"b 70"
"BTFHLQRNAMSNLC-UHFFFAOYSA-N"	"b 9302"
"UKMSUNONTOPOIO-UHFFFAOYSA-N"	"b 95"
"OVBPIULPVIDEAO-UHFFFAOYSA-N"	"b activ"
"YGXCETJZBDTKRY-UHFFFAOYSA-N"	"b alpha"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"b cactus"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"b hand"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"b jasmine"
"UAZIZEMIKKIBCA-UHFFFAOYSA-N"	"b me"
"UAZIZEMIKKIBCA-UHFFFAOYSA-N"	"b methyl"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"b white"
"JZRWCGZRTZMZEH-UHFFFAOYSA-N"	"b-1 100"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b-12 1000"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b-12a"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b-12b"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b-12r"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b-12s"
"AUNGANRZJHBGPY-UHFFFAOYSA-N"	"b-2 50"
"PVNIIMVLHYAWGP-UHFFFAOYSA-N"	"b-3"
"LXNHXLLTXMVWPM-UHFFFAOYSA-N"	"b-6"
"LXNHXLLTXMVWPM-UHFFFAOYSA-N"	"b-6 17mg"
"LXNHXLLTXMVWPM-UHFFFAOYSA-N"	"b-6 50"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"b-i-b"
"XSQUKJJJFZCRTK-UHFFFAOYSA-N"	"b-i-k"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"b.g."
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"b.g."
"QYIYFLOTGYLRGG-UHFFFAOYSA-N"	"b.i.d."
"QYIYFLOTGYLRGG-UHFFFAOYSA-N"	"b.i.d."
"KRMDCWKBEZIMAB-UHFFFAOYSA-N"	"b.p"
"BQJCRHHNABKAKU-UHFFFAOYSA-N"	"b.p. 25mg/ml"
"JZRWCGZRTZMZEH-UHFFFAOYSA-N"	"b1 100"
"JZRWCGZRTZMZEH-UHFFFAOYSA-N"	"b1 ctr"
"JZRWCGZRTZMZEH-UHFFFAOYSA-N"	"b1,"
"JZRWCGZRTZMZEH-UHFFFAOYSA-N"	"b1,"
"JZRWCGZRTZMZEH-UHFFFAOYSA-N"	"b1, plain"
"JZRWCGZRTZMZEH-UHFFFAOYSA-N"	"b1)"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b12 (cyanocobalamin"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b12 100"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b12 1000"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b12 25"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b12 50mcg"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b12 cap"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b12 ctr"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b12 srt"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b12-liq"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b12r"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"b12s"
"PXQPEWDEAKTCGB-UHFFFAOYSA-N"	"b13"
"AUNGANRZJHBGPY-UHFFFAOYSA-N"	"b2 100"
"AUNGANRZJHBGPY-UHFFFAOYSA-N"	"b2 ctr"
"AUNGANRZJHBGPY-UHFFFAOYSA-N"	"b2)"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"b22k"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"b22k 4/0"
"PVNIIMVLHYAWGP-UHFFFAOYSA-N"	"b3 src"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"b38"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"b4 hand"
"GHOKWGTUZJEAQD-UHFFFAOYSA-N"	"b5 (pantothenic"
"NGVDGCNFYWLIFO-UHFFFAOYSA-N"	"b6 (active"
"LXNHXLLTXMVWPM-UHFFFAOYSA-N"	"b6 100"
"LXNHXLLTXMVWPM-UHFFFAOYSA-N"	"b6 25"
"LXNHXLLTXMVWPM-UHFFFAOYSA-N"	"b6 cap"
"LXNHXLLTXMVWPM-UHFFFAOYSA-N"	"b6 ctr"
"LXNHXLLTXMVWPM-UHFFFAOYSA-N"	"b6)"
"YBJHBAHKTGYVGT-UHFFFAOYSA-N"	"b7"
"MNDBXUUTURYVHR-UHFFFAOYSA-N"	"b9302-107"
"LERNTVKEWCAPOY-UHFFFAOYSA-N"	"ba 679"
"LERNTVKEWCAPOY-UHFFFAOYSA-N"	"ba 679br"
"LERNTVKEWCAPOY-UHFFFAOYSA-N"	"ba-679"
"LERNTVKEWCAPOY-UHFFFAOYSA-N"	"ba-679 br"
"IUWVALYLNVXWKX-UHFFFAOYSA-N"	"bab"
"WVDDGKGOMKODPV-UHFFFAOYSA-N"	"baby's"
"WVDDGKGOMKODPV-UHFFFAOYSA-N"	"babys"
"WVDDGKGOMKODPV-UHFFFAOYSA-N"	"babys own"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"back-ese"
"WWYNJERNGUHSAO-UHFFFAOYSA-N"	"backup"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"bacteria"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"bacti-stat 0.3%"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"balancing"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"balancing mois."
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"ball"
